id,origin,surface,category,name,kind,in_default_scope,status,availability,support,numpy_signature,numsharp_target,numsharp_signatures,numsharp_source_paths,numsharp_source_urls,numsharp_obsolete,notes,documentation_url
numpy.ndarray.mT,numpy,ndarray,Array attributes,mT,property,True,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.NDArray.mT,NumSharp.NDArray mT { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.mT.html
numpy.ndarray.nbytes,numpy,ndarray,Array attributes,nbytes,property,True,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.nbytes.html
numpy.ndarray.ndim,numpy,ndarray,Array attributes,ndim,property,True,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.NDArray.ndim,int ndim { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ndim.html
numpy.ndarray.nonzero,numpy,ndarray,Sorting & searching,nonzero,method,True,available,alias,declared,"(self, /)",NumSharp.np.nonzero,NumSharp.Generic.NDArray<long>[] nonzero(NumSharp.NDArray a),src/NumSharp.Core/Indexing/np.nonzero.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.nonzero.cs,False,Available through the static NumSharp np API instead of the NumPy instance method.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.nonzero.html
numpy.ndarray.partition,numpy,ndarray,Sorting & searching,partition,method,True,missing,missing,missing,"(self, kth, /, axis=-1, kind='introselect', order=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.partition.html
numpy.ndarray.prod,numpy,ndarray,Reductions,prod,method,True,available,exact,declared,"(self, /, axis=None, dtype=None, out=None, **kwargs)",NumSharp.NDArray.prod,"NumSharp.NDArray prod(int? axis = null, System.Type dtype = null, bool keepdims = false)",src/NumSharp.Core/Math/NDArray.prod.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/NDArray.prod.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.prod.html
numpy.ndarray.put,numpy,ndarray,Array methods,put,method,True,available,alias,declared,"(self, indices, values, /, mode='raise')",NumSharp.np.put,"void put(NumSharp.NDArray a, NumSharp.NDArray indices, NumSharp.NDArray values, string mode = ""raise"") | void put(NumSharp.NDArray a, long index, object value, string mode = ""raise"")",src/NumSharp.Core/Indexing/np.put.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.put.cs,False,Available through the static NumSharp np API instead of the NumPy instance method.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.put.html
numpy.ndarray.ravel,numpy,ndarray,Array methods,ravel,method,True,available,exact,declared,"(self, /, order='C')",NumSharp.NDArray.ravel,NumSharp.NDArray ravel() | NumSharp.NDArray ravel(char order),src/NumSharp.Core/Manipulation/NDArray.ravel.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NDArray.ravel.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ravel.html
numpy.ndarray.real,numpy,ndarray,Array attributes,real,property,True,missing,missing,missing,The real part of the array.,,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.real.html
numpy.ndarray.repeat,numpy,ndarray,Array methods,repeat,method,True,available,alias,declared,"(self, repeats, /, axis=None)",NumSharp.np.repeat,"NumSharp.NDArray repeat(NumSharp.NDArray a, NumSharp.NDArray repeats, int? axis = null) | NumSharp.NDArray repeat(NumSharp.NDArray a, int repeats, int? axis = null) | NumSharp.NDArray repeat(NumSharp.NDArray a, long repeats, int? axis = null) | NumSharp.NDArray repeat(T a, int repeats) | NumSharp.NDArray repeat(T a, long repeats)",src/NumSharp.Core/Manipulation/np.repeat.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.repeat.cs,False,Available through the static NumSharp np API instead of the NumPy instance method.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.repeat.html
numpy.ndarray.reshape,numpy,ndarray,Array methods,reshape,method,True,available,exact,declared,"(self, /, *shape, order='C', copy=None)",NumSharp.NDArray.reshape,"NumSharp.NDArray reshape(NumSharp.Shape newShape) | NumSharp.NDArray reshape(NumSharp.Shape newShape, char order) | NumSharp.NDArray reshape(int[] shape) | NumSharp.NDArray reshape(params long[] shape) | NumSharp.NDArray reshape(ref NumSharp.Shape newShape)",src/NumSharp.Core/Creation/NdArray.ReShape.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.ReShape.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.reshape.html
numpy.ndarray.resize,numpy,ndarray,Array methods,resize,method,True,available,exact,declared,"(self, /, *new_shape, refcheck=True)",NumSharp.NDArray.resize,"void resize(NumSharp.Shape new_shape, bool refcheck = true) | void resize(params long[] new_shape)",src/NumSharp.Core/Manipulation/NDArray.resize.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NDArray.resize.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.resize.html
numpy.ndarray.round,numpy,ndarray,Array methods,round,method,True,available,alias,declared,"(self, /, decimals=0, out=None)",NumSharp.np.round_,"NumSharp.NDArray round_(NumSharp.NDArray x, NumSharp.NPTypeCode dtype) | NumSharp.NDArray round_(NumSharp.NDArray x, System.Type dtype) | NumSharp.NDArray round_(NumSharp.NDArray x, int decimals = 0, NumSharp.NDArray out = null) | NumSharp.NDArray round_(NumSharp.NDArray x, int decimals, NumSharp.NPTypeCode dtype) | NumSharp.NDArray round_(NumSharp.NDArray x, int decimals, System.Type dtype)",src/NumSharp.Core/Math/np.round.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.round.cs,False,Use the static np.round_ API; NumSharp does not expose ndarray.round as an instance member.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.round.html
numpy.ndarray.searchsorted,numpy,ndarray,Sorting & searching,searchsorted,method,True,available,alias,declared,"(self, v, /, side='left', sorter=None)",NumSharp.np.searchsorted,"NumSharp.NDArray searchsorted(NumSharp.NDArray a, NumSharp.NDArray v, string side = ""left"", NumSharp.NDArray sorter = null) | long searchsorted(NumSharp.NDArray a, double v, string side = ""left"", NumSharp.NDArray sorter = null) | long searchsorted(NumSharp.NDArray a, int v, string side = ""left"", NumSharp.NDArray sorter = null)",src/NumSharp.Core/Sorting_Searching_Counting/np.searchsorted.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Sorting_Searching_Counting/np.searchsorted.cs,False,Available through the static NumSharp np API instead of the NumPy instance method.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.searchsorted.html
numpy.ndarray.setfield,numpy,ndarray,Array methods,setfield,method,True,missing,missing,missing,"(self, val, /, dtype, offset=0)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.setfield.html
numpy.ndarray.setflags,numpy,ndarray,Array methods,setflags,method,True,missing,missing,missing,"(self, /, *, write=None, align=None, uic=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.setflags.html
numpy.ndarray.shape,numpy,ndarray,Array attributes,shape,property,True,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.NDArray.shape,long[] shape { get; set; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.shape.html
numpy.ndarray.size,numpy,ndarray,Array attributes,size,property,True,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.NDArray.size,long size { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.size.html
numpy.ndarray.sort,numpy,ndarray,Sorting & searching,sort,method,True,available,exact,declared,"(self, /, axis=-1, kind=None, order=None, *, stable=None)",NumSharp.NDArray.sort,"void sort(int? axis = -1, string kind = null)",src/NumSharp.Core/Sorting_Searching_Counting/np.sort.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Sorting_Searching_Counting/np.sort.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sort.html
numpy.ndarray.squeeze,numpy,ndarray,Array methods,squeeze,method,True,available,alias,declared,"(self, /, axis=None)",NumSharp.np.squeeze,"NumSharp.NDArray squeeze(NumSharp.NDArray a) | NumSharp.NDArray squeeze(NumSharp.NDArray a, int axis) | NumSharp.Shape squeeze(NumSharp.Shape shape)",src/NumSharp.Core/Manipulation/np.squeeze.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.squeeze.cs,False,Available through the static NumSharp np API instead of the NumPy instance method.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.squeeze.html
numpy.ndarray.std,numpy,ndarray,Reductions,std,method,True,available,exact,declared,"(self, /, axis=None, dtype=None, out=None, ddof=0, **kwargs)",NumSharp.NDArray.std,"NumSharp.NDArray std(bool keepdims = false, int? ddof = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray std(int axis, bool keepdims = false, int? ddof = null, NumSharp.NPTypeCode? dtype = null)",src/NumSharp.Core/Statistics/NDArray.std.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/NDArray.std.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.std.html
numpy.ndarray.strides,numpy,ndarray,Array attributes,strides,property,True,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.NDArray.strides,long[] strides { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.strides.html
numpy.ndarray.sum,numpy,ndarray,Reductions,sum,method,True,available,exact,declared,"(self, /, axis=None, dtype=None, out=None, **kwargs)",NumSharp.NDArray.sum,"NumSharp.NDArray sum() | NumSharp.NDArray sum(int axis) | NumSharp.NDArray sum(int axis, bool keepdims, NumSharp.NPTypeCode? typeCode = null) | NumSharp.NDArray sum(int axis, bool keepdims, System.Type dtype)",src/NumSharp.Core/Math/NDArray.sum.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/NDArray.sum.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html
numpy.ndarray.swapaxes,numpy,ndarray,Array methods,swapaxes,method,True,available,exact,declared,"(self, axis1, axis2, /)",NumSharp.NDArray.swapaxes,"NumSharp.NDArray swapaxes(int axis1, int axis2)",src/NumSharp.Core/Manipulation/NdArray.swapaxes.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NdArray.swapaxes.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.swapaxes.html
numpy.ndarray.T,numpy,ndarray,Array attributes,T,property,True,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.NDArray.T,NumSharp.NDArray T { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.T.html
numpy.ndarray.take,numpy,ndarray,Array methods,take,method,True,available,alias,declared,"(self, indices, /, axis=None, out=None, mode='raise')",NumSharp.np.take,"NumSharp.NDArray take(NumSharp.NDArray a, NumSharp.NDArray indices, int? axis = null, NumSharp.NDArray out = null, string mode = ""raise"") | NumSharp.NDArray take(NumSharp.NDArray a, long index, int? axis = null, NumSharp.NDArray out = null, string mode = ""raise"")",src/NumSharp.Core/Indexing/np.take.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.take.cs,False,Available through the static NumSharp np API instead of the NumPy instance method.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.take.html
numpy.ndarray.to_device,numpy,ndarray,Array methods,to_device,method,True,missing,missing,missing,"(self, device, /, *, stream=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.to_device.html
numpy.ndarray.tobytes,numpy,ndarray,Array methods,tobytes,method,True,available,exact,declared,"(self, /, order='C')",NumSharp.NDArray.tobytes,byte[] tobytes(char order = 'C'),src/NumSharp.Core/Casting/NdArray.tobytes.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Casting/NdArray.tobytes.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tobytes.html
numpy.ndarray.tofile,numpy,ndarray,Array methods,tofile,method,True,available,exact,declared,"(self, fid, /, sep='', format='%s')",NumSharp.NDArray.tofile,"void tofile(System.IO.Stream stream, string sep = """", string format = ""%s"") | void tofile(string fid, string sep = """", string format = ""%s"")",src/NumSharp.Core/APIs/np.tofile.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.tofile.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tofile.html
numpy.ndarray.tolist,numpy,ndarray,Array methods,tolist,method,True,available,exact,declared,"(self, /)",NumSharp.NDArray.tolist,object tolist(),src/NumSharp.Core/Manipulation/NDArray.tolist.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NDArray.tolist.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tolist.html
numpy.ndarray.trace,numpy,ndarray,Array methods,trace,method,True,available,alias,declared,"(self, /, offset=0, axis1=0, axis2=1, dtype=None, out=None)",NumSharp.np.trace,"NumSharp.NDArray trace(NumSharp.NDArray a, int offset = 0, int axis1 = 0, int axis2 = 1, System.Type dtype = null, NumSharp.NDArray out = null)",src/NumSharp.Core/Indexing/np.trace.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.trace.cs,False,Available through the static NumSharp np API instead of the NumPy instance method.,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.trace.html
numpy.ndarray.transpose,numpy,ndarray,Array methods,transpose,method,True,available,exact,declared,"(self, /, *axes)",NumSharp.NDArray.transpose,NumSharp.NDArray transpose(int[] premute = null),src/NumSharp.Core/Manipulation/NdArray.Transpose.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NdArray.Transpose.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.transpose.html
numpy.ndarray.var,numpy,ndarray,Reductions,var,method,True,available,exact,declared,"(self, /, axis=None, dtype=None, out=None, ddof=0, **kwargs)",NumSharp.NDArray.var,"NumSharp.NDArray var(bool keepdims = false, int? ddof = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray var(int axis, bool keepdims = false, int? ddof = null, NumSharp.NPTypeCode? dtype = null)",src/NumSharp.Core/Statistics/NDArray.var.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/NDArray.var.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html
numpy.ndarray.view,numpy,ndarray,Array methods,view,method,True,available,exact,declared,"(self, /, *args, **kwargs)",NumSharp.NDArray.view,NumSharp.Generic.NDArray<T> view() | NumSharp.NDArray view(System.Type dtype = null),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.view.html
numpy.__array_namespace_info__,numpy,np,Types,__array_namespace_info__,class,False,missing,missing,missing,(),,,,,False,,
numpy.__version__,numpy,np,Types & constants,__version__,constant,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.abs,numpy,np,Math,abs,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.abs,"NumSharp.NDArray abs(NumSharp.NDArray a) | NumSharp.NDArray abs(NumSharp.NDArray a, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray abs(NumSharp.NDArray a, NumSharp.NPTypeCode? dtype) | NumSharp.NDArray abs(NumSharp.NDArray a, System.Type dtype)",src/NumSharp.Core/Math/np.absolute.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.absolute.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.absolute.html
